deltaRel,thetaRel,alphaRel,betaRel,gammaRel,broadRel,entropy_1min,entropy_fullts
0.1741997859218972,0.1634786641384804,0.1729266797217467,0.1632921758572032,0.1148066786703551,0.2112960156903171,0.6766289266842723,0.8067960881344842
0.1733254164219258,0.1555407554092017,0.1764470602819379,0.1688275168584818,0.1110119193373964,0.2148473316910563,0.6733129857432393,0.8032501675661234
0.1553139968000377,0.1510185745235149,0.1971740367534923,0.1733110439370788,0.1083959038354453,0.2147864441504308,0.6630921554223423,0.7923085261528722
0.1428233991732319,0.1526328996546262,0.2004917551718924,0.1760630621564585,0.111191218176978,0.2167976656668127,0.665013869846867,0.7943671571496327
0.1469193669976181,0.148081196750964,0.2034002884587678,0.1747226490113454,0.1059930316659273,0.2208834671153771,0.6820797627672804,0.8126209160468415
0.1437201081301386,0.1469945245673503,0.2035910536496044,0.1797534969849534,0.0995644787680334,0.2263763378999198,0.6753275138114703,0.8054046385648778
0.1248441347634814,0.1429491522466345,0.2093027922129863,0.1838217572409721,0.104369574180263,0.2347125893556624,0.6799076184923434,0.8103003378547646
0.1751705477259107,0.1576158207102101,0.177982628973006,0.1625043068954824,0.108405012802222,0.2183216828931685,0.6696873557518598,0.7993709202899215
0.1663578943618522,0.1449578053467167,0.2139049773097322,0.1625966323190391,0.0791600739829283,0.2330226166797313,0.6668566013920482,0.7963405699171651
0.1524613605117978,0.132437528196835,0.2295052536454273,0.172949911239712,0.0680559368342597,0.244590009571968,0.6576234742155526,0.7864466458302108
0.1416314479087969,0.1190412017238801,0.2445328258744689,0.1764249024698861,0.0594171101970632,0.2589525118259044,0.6593042576879108,0.788248843353916
0.1031603621017976,0.1047400699388923,0.2768316931105578,0.18049765355104,0.0466847468513846,0.2880854744463275,0.6519119292695389,0.7803187316035537
0.1223271287643664,0.105415085148871,0.248870843367079,0.1863579559333174,0.0737710252708045,0.2632579615155616,0.6776996431597968,0.8079406648773623
0.1419249035012549,0.1186532764191357,0.21448795130774,0.1838931897821716,0.1054012992551757,0.2356393797345218,0.6949896718807772,0.8263968590203328
0.1834843807706104,0.1661726332262222,0.1951086706943442,0.1594840455973151,0.0658047739383126,0.2299454957731953,0.6833973541899294,0.8140281596886032
0.1523417010415349,0.1186146477467963,0.2508150080167076,0.1665137243715594,0.0385259123258805,0.2731890064975211,0.659679154852498,0.7886507531583293
0.1266877529846326,0.0957045992091695,0.2767117252252346,0.1702164531857676,0.0336331348164976,0.2970463345786978,0.6536052319537988,0.782136088672026
0.1117256142498744,0.0869947004399637,0.2807697087756579,0.1850382400980962,0.037852941607519,0.2976187948288885,0.651728400080814,0.7801217255281531
0.0902912681558602,0.1018539017597331,0.2629090023986751,0.1990528155971761,0.0645372758285081,0.2813557362600472,0.6752526921660394,0.8053246316983771
0.1034017262120722,0.1159477962519407,0.2103236242540332,0.2065493895800511,0.1169217669809976,0.246855696720905,0.690039239994291,0.8211175809039077
0.1505536181691467,0.1426063234080905,0.2343704757452595,0.1625096845353797,0.042123101633159,0.2678367965089642,0.6668381807022399,0.7963208458209884
0.1287593987731059,0.1158223561348772,0.2631379602469669,0.1595472705226426,0.0237831569890517,0.3089498573333554,0.6666409076013249,0.796109610409186
0.1341065769701435,0.102080728784144,0.2679192905584401,0.1543485375397058,0.0225416441548867,0.3190032219926797,0.6685079800164465,0.7981085561834943
0.0946253896203484,0.0845462961625761,0.2940021925429043,0.1741948246064618,0.0248471843953345,0.3277841126723748,0.663584922231509,0.7928364630644829
0.0794830217870205,0.0889971458548673,0.288169613862304,0.1951022613233971,0.0299166216860763,0.3183313354863344,0.6672461221746973,0.796757638454153
0.0869174777583375,0.1048821957040077,0.2679085551566285,0.1978720224005112,0.0472014307664491,0.2952183182140658,0.6704268786339983,0.800162357792908
0.1181570655430091,0.102793599348541,0.2484581172529562,0.1921882129519395,0.0646943452700239,0.2737086596335301,0.6832669466382129,0.8138888918277573
0.1558614034952304,0.1357550698138313,0.2346790933865395,0.1650398606404687,0.0386099122106116,0.2700546604533182,0.6768376730500623,0.8070192495423909
0.1365580633714335,0.1074683663613339,0.2517675750158729,0.1654485951076733,0.0268442244770228,0.3119131756666634,0.6682471389009936,0.7978293280301891
0.1480069447536508,0.1036157974618474,0.2563021215536588,0.1541610122858444,0.0221153395009847,0.3157987844440136,0.6691823808303236,0.7988304416523986
0.1711487310079992,0.1046405321502177,0.241541566970917,0.1547987420839869,0.0222510987259247,0.3056193290609543,0.6699347152551149,0.7996356549996974
0.135169441243195,0.09607079063509,0.242262427794877,0.1839303679951377,0.0293587623822552,0.313208209949445,0.6663132713738198,0.7957587702064269
0.1552618556978812,0.1139832827905821,0.2209008917337461,0.1831360235935911,0.0380890685977222,0.288628877586477,0.6676114516528304,0.797148780795297
0.1025744671396999,0.117207258551284,0.2503666903585919,0.2018066594719758,0.0528435571369364,0.2752013673415119,0.6736665051987532,0.8036282951598425
0.1332008384267625,0.123483761982195,0.2541326837837077,0.1614617890609428,0.0491315989311295,0.2785893278152622,0.6804777500650262,0.8109095062857223
0.1333879070398114,0.1139584043879514,0.2445467928592589,0.1755486005439148,0.0338261569199132,0.2987321382491499,0.6734017728044851,0.8033451370214846
0.1407384883983042,0.1088742205629524,0.2493343410279485,0.1675931295125981,0.0270442141304538,0.3064156063677428,0.6720091425963932,0.8018553797193572
0.1140320364840042,0.111917494490938,0.2645223553270577,0.1725334428342089,0.0262156742814486,0.3107789965823423,0.6690266708577036,0.7986637751258858
0.1060442122651631,0.1213589898733354,0.2606971878292228,0.1718191939362592,0.0298327623448155,0.3102476537512038,0.6699369675499939,0.7996380654532613
0.0974705677046466,0.13366388566159,0.2535718110004442,0.1714169490339525,0.0425413931499048,0.3013353934494619,0.6681200417122596,0.7976932673067285
0.1363882691721568,0.1395094830266413,0.205909549172312,0.1854272951267248,0.0806766843712002,0.2520887191309647,0.6644020195171492,0.793711784662017
0.128439637041038,0.1375790443681478,0.2308671887977685,0.1744420718593982,0.0484720264005776,0.2802000315330697,0.6750064527668299,0.8050613208955926
0.1274611551152806,0.1310633388398491,0.2367635886109996,0.1788821592297551,0.0357309437164513,0.2900988144876641,0.6762652324923397,0.8064072612302094
0.1590585056515848,0.1287104399074929,0.2243949790885385,0.1680170397856843,0.0336627276658226,0.2861563079008766,0.6771017762339354,0.8073015798392552
0.1435186567369801,0.1223731984282217,0.2414858201981059,0.1694899240639945,0.0368497720110625,0.2862826285616351,0.6779489551939838,0.80820714705799
0.1545312050094056,0.1384743613778124,0.2321817398003181,0.1626061085975316,0.0383705791789753,0.2738360060359569,0.6772108168833619,0.8074181424869026
0.1364924919616008,0.1439548718018129,0.2269880580889657,0.1728922853606256,0.048876763418935,0.2707955293680599,0.6675432453538435,0.7970757570501131
0.121803690813192,0.1278690143462008,0.2250866042532346,0.1933621764038176,0.068219162178537,0.2636593520050178,0.6695115797995084,0.799182790915953
0.144958535126581,0.1598429624449321,0.2248328625839784,0.1628597872023132,0.0549472583766274,0.2525585942655675,0.6892482762052715,0.8202737037139614
0.187322507334475,0.1540561284425097,0.1806271593591505,0.1681604696846934,0.0650488311922582,0.2447849039869128,0.6813960221640722,0.8118905373977129
0.1318526887727189,0.1323496982500943,0.2011056841548386,0.1966771353299032,0.0849400798506426,0.2530747136418022,0.6806693572658077,0.8111142205264599
