Region,Feature,Cohens_d,CI_lower,CI_upper
ctx-rh-medialorbitofrontal,gammaRel_mean,-0.10704045738386685,-1.289091420320221,1.2536349009296026
ctx-rh-medialorbitofrontal,entropy_1min_mean,-0.5660678997374663,-1.4747687789865436,0.3692569645826039
ctx-rh-medialorbitofrontal,entropy_fullts_mean,-0.5659054979022098,-1.424616293900657,0.5354428435390582
ctx-rh-superiortemporal,deltaRel_mean,0.7115791745058366,-0.378729422712499,2.4045680135275593
ctx-rh-superiortemporal,thetaRel_mean,-0.17887662625156645,-0.8931732832161907,0.7889500524331675
ctx-rh-superiortemporal,alphaRel_mean,-0.1602751723549461,-2.7581593221768923,0.9207549284915366
ctx-rh-superiortemporal,betaRel_mean,-0.660587555391808,-1.793745671111479,0.09300759681252813
ctx-rh-superiortemporal,gammaRel_mean,0.19715081803047563,-0.7869655854844361,1.1767935159317575
ctx-rh-superiortemporal,entropy_1min_mean,1.1553296909252262,0.33370306677135875,2.589182783317203
ctx-rh-superiortemporal,entropy_fullts_mean,1.1555900154371357,0.33745087175224386,2.694990685031923
ctx-lh-superiortemporal,deltaRel_mean,0.26790616605992845,-0.40417264970359834,0.9607653719458283
ctx-lh-superiortemporal,thetaRel_mean,0.3451014955265635,-0.28543945510735813,1.0538917955976328
ctx-lh-superiortemporal,alphaRel_mean,-1.0778265801783524,-1.786909406554517,-0.47696677363367107
ctx-lh-superiortemporal,betaRel_mean,-0.28938322796287036,-1.0294997705442266,0.36690651217469594
ctx-lh-superiortemporal,gammaRel_mean,0.41183211316555574,-0.23471706964714167,1.2778708128182155
ctx-lh-superiortemporal,entropy_1min_mean,0.272169713669907,-0.47934515251373344,0.8842483940269684
ctx-lh-superiortemporal,entropy_fullts_mean,0.2720863230889567,-0.4436960757527372,0.8983094770376674
ctx-rh-caudalmiddlefrontal,deltaRel_mean,0.49886052696373906,-0.4096609926940224,1.5321143012884348
ctx-rh-caudalmiddlefrontal,thetaRel_mean,0.344985394215232,-0.7639066429311084,1.3689784853491918
ctx-rh-caudalmiddlefrontal,alphaRel_mean,0.5435585740971017,-0.40499915256487246,1.3680417525668598
ctx-rh-caudalmiddlefrontal,betaRel_mean,-1.0198838699935573,-1.9340280306054034,-0.21039207021026932
ctx-rh-caudalmiddlefrontal,gammaRel_mean,-0.9099689316071643,-2.3797088882487736,0.009310259010640922
ctx-rh-caudalmiddlefrontal,entropy_1min_mean,0.5346255523707193,-0.7273976744083616,1.4519257866562276
ctx-rh-caudalmiddlefrontal,entropy_fullts_mean,0.5343898924849869,-0.6597154551247714,1.512699564374066
ctx-rh-precentral,deltaRel_mean,0.1441691655603384,-0.5593713523312186,0.9271294198234139
ctx-rh-precentral,thetaRel_mean,0.16537584138356967,-0.5454734973076978,0.8865668002063446
ctx-rh-precentral,alphaRel_mean,0.16953644348521626,-0.8526492521813782,0.7210690145708585
ctx-rh-precentral,betaRel_mean,-0.49219079300804236,-1.2080632261867912,0.18538290699927057
ctx-rh-precentral,gammaRel_mean,-0.4004249231461281,-1.0960972787642407,0.32045739442441773
ctx-rh-precentral,entropy_1min_mean,0.6291742842459856,-0.059581412453939685,1.562414020818047
ctx-rh-precentral,entropy_fullts_mean,0.6291174973447174,-0.09349502948466804,1.5675733075986178
ctx-rh-parstriangularis,deltaRel_mean,0.12004042048976145,-0.8351266270517229,0.991453173072084
ctx-rh-parstriangularis,thetaRel_mean,-0.49327193284573795,-1.5209476097924992,0.300441269890189
ctx-rh-parstriangularis,alphaRel_mean,0.7260209843031297,-0.040886245627363316,1.521237730710933
ctx-rh-parstriangularis,betaRel_mean,-0.16315802469835283,-0.9140053369813286,1.0333105950631492
ctx-rh-parstriangularis,gammaRel_mean,-0.5827983010207303,-1.371391606677804,0.3829546320121196
ctx-rh-parstriangularis,entropy_1min_mean,0.17445527069804131,-1.0091224918351214,1.0053827006800748
ctx-rh-parstriangularis,entropy_fullts_mean,0.1741703089266902,-0.9357554181520358,0.9869391003267882
ctx-lh-inferiortemporal,deltaRel_mean,0.25500574164276685,-0.45066301000473463,1.007297823579086
ctx-lh-inferiortemporal,thetaRel_mean,-0.01071366394463435,-0.8333033968590158,0.762253931318241
ctx-lh-inferiortemporal,alphaRel_mean,-1.2255468148322217,-2.40448277832292,-0.4858260136647894
ctx-lh-inferiortemporal,betaRel_mean,-0.13003638092793052,-0.9136704467884875,0.5771450964857174
ctx-lh-inferiortemporal,gammaRel_mean,0.8335086185135967,0.16958876875934206,1.607425950280418
ctx-lh-inferiortemporal,entropy_1min_mean,0.3939544041166824,-0.40807133836158493,1.1457195274466623
ctx-lh-inferiortemporal,entropy_fullts_mean,0.39363550600694963,-0.36340516333433726,1.1257086970019423
ctx-rh-fusiform,deltaRel_mean,0.6096378180573431,-0.10690112274036337,1.5469382473314923
ctx-rh-fusiform,thetaRel_mean,-0.424701128072217,-1.2062753579469714,0.36214130861296695
ctx-rh-fusiform,alphaRel_mean,-0.9600028718101496,-1.9931941997660185,-0.27463046957557063
ctx-rh-fusiform,betaRel_mean,0.22212071989275978,-0.6693949220450192,0.9937683894127546
ctx-rh-fusiform,gammaRel_mean,0.792562207800796,0.0420293029911856,1.6468656361855045
ctx-rh-fusiform,entropy_1min_mean,0.5572667052841423,-0.15812902390263767,1.289889069925204
ctx-rh-fusiform,entropy_fullts_mean,0.55733076967654,-0.17775245546830312,1.328990491276902
ctx-lh-parsopercularis,deltaRel_mean,0.38821217711608164,-0.5615651624190818,1.5819143726618847
ctx-lh-parsopercularis,thetaRel_mean,0.07622400495841845,-0.695759905912,1.2554084964408339
ctx-lh-parsopercularis,alphaRel_mean,0.7958113261525258,0.04349363563710295,1.8646071092209286
ctx-lh-parsopercularis,betaRel_mean,-0.5239610923262079,-1.5257053008945858,0.3669579343895894
ctx-lh-parsopercularis,gammaRel_mean,0.3000611588406493,-0.621606660150485,1.624843779319415
ctx-lh-parsopercularis,entropy_1min_mean,-0.2886078887613939,-1.8796330970687922,0.7038850621376956
ctx-lh-parsopercularis,entropy_fullts_mean,-0.28880844535085926,-1.7245980539993935,0.6926904611454249
ctx-lh-supramarginal,deltaRel_mean,0.8284911370377335,0.02933885500560229,1.8568101273026862
ctx-lh-supramarginal,thetaRel_mean,0.8290753303185963,0.07561531953869391,2.056074186673317
ctx-lh-supramarginal,alphaRel_mean,-0.6889532002008819,-1.439310042766964,0.12718853071464958
ctx-lh-supramarginal,betaRel_mean,-0.9496449658645828,-2.001055459023844,-0.20742577531311493
ctx-lh-supramarginal,gammaRel_mean,0.06083518649285292,-0.8197263608735196,1.072266867373879
ctx-lh-supramarginal,entropy_1min_mean,0.22591440666304258,-0.6704833577489759,1.2058328738115522
ctx-lh-supramarginal,entropy_fullts_mean,0.22604007526177233,-0.6149205956690017,1.2927508310720766
ctx-lh-caudalmiddlefrontal,deltaRel_mean,0.3370655827916034,-1.414859767095145,1.4830609725443065
ctx-lh-caudalmiddlefrontal,thetaRel_mean,0.7388792653822924,-0.36645724412995356,2.2016116229498968
ctx-lh-caudalmiddlefrontal,alphaRel_mean,-0.23352066999278076,-1.457044658632637,0.8885773274281654
ctx-lh-caudalmiddlefrontal,betaRel_mean,-0.7111091810362175,-1.830114091823539,0.7677894042525955
ctx-lh-caudalmiddlefrontal,gammaRel_mean,0.10263606364897214,-1.0095082288507184,1.3289985975633691
ctx-lh-caudalmiddlefrontal,entropy_1min_mean,0.7897593448984461,-0.49552918849940686,2.2336034445581197
ctx-lh-caudalmiddlefrontal,entropy_fullts_mean,0.7896727035231041,-0.5736730616312568,2.3591334912232784
ctx-rh-parsopercularis,deltaRel_mean,0.05020603797645256,-0.783878163921366,0.9783236737833734
ctx-rh-parsopercularis,thetaRel_mean,0.3074204336627662,-0.45190343628942553,1.4284173185301623
ctx-rh-parsopercularis,alphaRel_mean,0.7211849241992535,-0.04793976369270327,1.4190228641446292
ctx-rh-parsopercularis,betaRel_mean,-0.6957707092345415,-1.5051926519595624,0.012588680994124211
ctx-rh-parsopercularis,gammaRel_mean,-0.7300570490734538,-1.5284336704081711,0.003161417089934525
ctx-rh-parsopercularis,entropy_1min_mean,0.594626309333781,-0.16777166009930713,1.2403659584763276
ctx-rh-parsopercularis,entropy_fullts_mean,0.5945306513924524,-0.15501594043621206,1.2451414342986489
ctx-lh-precentral,deltaRel_mean,0.350773178965326,-0.5027510485114512,1.4502645830514325
ctx-lh-precentral,thetaRel_mean,-0.03308054485059879,-0.9438976969762998,0.874954228467105
ctx-lh-precentral,alphaRel_mean,-0.31936521902490633,-1.2521947259429973,0.5469753754835349
ctx-lh-precentral,betaRel_mean,-0.576201106606911,-1.5224875557157593,0.28132774162134633
ctx-lh-precentral,gammaRel_mean,1.1321211842863823,0.4551139761089242,2.141613776419999
ctx-lh-precentral,entropy_1min_mean,-0.19668258863795035,-1.0269207635915467,0.7622002895632474
ctx-lh-precentral,entropy_fullts_mean,-0.19653684302544597,-1.0840832611746287,0.7289214130525994
ctx-lh-fusiform,deltaRel_mean,0.9767934313561867,0.3601934676876254,2.076526956640375
ctx-lh-fusiform,thetaRel_mean,-1.0412950839619108,-3.052309129111235,-0.028865456941755786
ctx-lh-fusiform,alphaRel_mean,-0.8722281229851635,-1.9149918175184548,-0.34937223959553054
ctx-lh-fusiform,betaRel_mean,-0.40680254720078757,-1.3801341639314788,0.6322568656408938
ctx-lh-fusiform,gammaRel_mean,1.2925769302100858,0.4208709483464834,2.7462131872411315
ctx-lh-fusiform,entropy_1min_mean,0.39094130148832107,-0.6118635522891671,1.3549912489939269
ctx-lh-fusiform,entropy_fullts_mean,0.3906799630821639,-0.6491279227696972,1.3004339672212393
ctx-lh-medialorbitofrontal,deltaRel_mean,0.21580703736225101,-0.8003459907951345,1.3514275267129727
ctx-lh-medialorbitofrontal,thetaRel_mean,1.0165321781258727,0.1683936380387516,2.52282139385359
ctx-lh-medialorbitofrontal,alphaRel_mean,0.17413200366114978,-0.7354585814601076,1.4131946976046463
ctx-lh-medialorbitofrontal,betaRel_mean,-0.6503309651476122,-2.2416276220603377,0.289915343723218
ctx-lh-medialorbitofrontal,gammaRel_mean,0.2549495331497224,-0.7093114544730432,1.4139281592203876
ctx-lh-medialorbitofrontal,entropy_1min_mean,0.27867743137250905,-1.0216110406146417,1.5014400245140491
ctx-lh-medialorbitofrontal,entropy_fullts_mean,0.2784924970526771,-0.9576369024406673,1.4647030555490328
Left-Hippocampus,deltaRel_mean,0.04056097868948489,-0.9347571120916779,1.2093162832574555
Left-Hippocampus,thetaRel_mean,-0.03940338602676596,-1.2248659371853852,0.7534796712355547
Left-Hippocampus,alphaRel_mean,-0.31058870260982635,-1.3831282916962815,0.6750791869287657
Left-Hippocampus,betaRel_mean,-0.10735363854233036,-1.1740216465048348,0.8091223504867971
Left-Hippocampus,gammaRel_mean,0.21051381997359128,-0.7292272836249216,1.189886551999661
Left-Hippocampus,entropy_1min_mean,0.3672949008434356,-0.681853154055773,1.3088236987890678
Left-Hippocampus,entropy_fullts_mean,0.36654116571555123,-0.7504754474127548,1.2016056154958397
Right-Hippocampus,deltaRel_mean,0.9600785131473282,0.10233983460086198,2.017198573413617
Right-Hippocampus,thetaRel_mean,0.5956021596022372,-0.4247695256581069,1.8402100649577873
Right-Hippocampus,alphaRel_mean,0.5921203538158398,-0.3873310124457451,2.081058705582327
Right-Hippocampus,betaRel_mean,-1.1124404462669393,-2.3898429496284117,-0.30097800000057234
Right-Hippocampus,gammaRel_mean,-1.281331148223044,-2.53376636943361,-0.6054361833198073
Right-Hippocampus,entropy_1min_mean,0.7188019205439152,-0.2726033000745398,1.9348704496614262
Right-Hippocampus,entropy_fullts_mean,0.7185461480245187,-0.3029988685768563,1.9292641603975287
ctx-rh-lateraloccipital,deltaRel_mean,-0.013713451506742155,-0.9605692317770432,0.8522563704010695
ctx-rh-lateraloccipital,thetaRel_mean,-0.01619213043090634,-0.8629170614234735,0.9811511745093708
ctx-rh-lateraloccipital,alphaRel_mean,-1.0016364350838325,-2.1231638081867805,-0.1966683362203676
ctx-rh-lateraloccipital,betaRel_mean,0.05373279661391142,-0.8948644482371988,0.8571877376195972
ctx-rh-lateraloccipital,gammaRel_mean,0.9442116593829255,0.18550754798879548,2.447913903376238
ctx-rh-lateraloccipital,entropy_1min_mean,0.9990530274585374,0.1813509238152436,2.3551879676288485
ctx-rh-lateraloccipital,entropy_fullts_mean,0.9990462996109472,0.230562962467608,2.2580781654500317
ctx-rh-lateralorbitofrontal,deltaRel_mean,0.8353526291181659,0.0366306712045727,1.7725215339878275
ctx-rh-lateralorbitofrontal,thetaRel_mean,0.32203495490227657,-0.5287480615123058,1.6829389850313248
ctx-rh-lateralorbitofrontal,alphaRel_mean,0.01492087275650651,-1.054140050703379,0.8407315280010484
ctx-rh-lateralorbitofrontal,betaRel_mean,-0.881912865224473,-1.8674680457595336,-0.09713105289845048
ctx-rh-lateralorbitofrontal,gammaRel_mean,-0.3599622483082291,-1.4916503890611483,0.5047033740969934
ctx-rh-lateralorbitofrontal,entropy_1min_mean,0.45023039912260254,-0.38636078268159607,1.841748127161066
ctx-rh-lateralorbitofrontal,entropy_fullts_mean,0.4502368106952705,-0.35415561983862986,1.8726139743554908
ctx-rh-postcentral,deltaRel_mean,-0.39900952178605964,-1.267959606143251,0.37574719551805535
ctx-rh-postcentral,thetaRel_mean,-0.5157778916556089,-1.4134314214575174,0.25421424045354835
ctx-rh-postcentral,alphaRel_mean,0.11832654814684522,-1.1713170455219712,0.7434406583726603
ctx-rh-postcentral,betaRel_mean,0.3262274052327241,-0.4559153579476224,1.1548378045927634
ctx-rh-postcentral,gammaRel_mean,0.3643502789039267,-0.43352742574726816,1.3443956791250882
ctx-rh-postcentral,entropy_1min_mean,1.2942289436563124,0.5860132407193079,2.218048499755251
ctx-rh-postcentral,entropy_fullts_mean,1.2938767609678727,0.6293973671424653,2.248271339757032
ctx-rh-superiorparietal,deltaRel_mean,-0.569167904823098,-3.0141206480247997,0.3630188791578194
ctx-rh-superiorparietal,thetaRel_mean,-0.8324960318250797,-1.735356288780096,-0.011832806956441401
ctx-rh-superiorparietal,alphaRel_mean,-0.0469588768836265,-1.1867968447042423,1.6537144889998707
ctx-rh-superiorparietal,betaRel_mean,0.556925207519508,-0.45803526095883834,1.9753861259961507
ctx-rh-superiorparietal,gammaRel_mean,0.915039347658347,0.08947814771791686,2.0662692107657454
ctx-rh-superiorparietal,entropy_1min_mean,-0.03233162733976813,-0.9204583755406984,1.204135480637719
ctx-rh-superiorparietal,entropy_fullts_mean,-0.032170800245688816,-1.0407574341805428,1.1235734148547307
ctx-rh-rostralmiddlefrontal,deltaRel_mean,0.7517372277351067,0.12170392337577825,1.3908687269684072
ctx-rh-rostralmiddlefrontal,thetaRel_mean,0.2695098104169731,-0.385718846463012,1.0235399594273866
ctx-rh-rostralmiddlefrontal,alphaRel_mean,-0.058293772521046325,-1.0239313653030562,0.5158813225856385
ctx-rh-rostralmiddlefrontal,betaRel_mean,-0.9072239587393036,-1.5497103273234976,-0.3882449212771956
ctx-rh-rostralmiddlefrontal,gammaRel_mean,-0.25543101093380016,-0.9448515420279503,0.3925570168858416
ctx-rh-rostralmiddlefrontal,entropy_1min_mean,1.014814411797299,0.440668160241552,1.8021378044307375
ctx-rh-rostralmiddlefrontal,entropy_fullts_mean,1.0147278335496253,0.429888847492524,1.71220433425121
ctx-rh-supramarginal,deltaRel_mean,-0.13250037742692936,-1.0672608788440905,0.9146806767118955
ctx-rh-supramarginal,thetaRel_mean,-0.2164630679880476,-0.961748944516187,0.7896477194036509
ctx-rh-supramarginal,alphaRel_mean,0.31967367425044685,-0.7941443236180902,1.0563369515274628
ctx-rh-supramarginal,betaRel_mean,-0.1375242783725012,-0.9862296472417212,0.6403793745060131
ctx-rh-supramarginal,gammaRel_mean,-0.07585585076430874,-0.9626671172992828,0.8559182397648684
ctx-rh-supramarginal,entropy_1min_mean,0.6578575107926273,-0.12238714362079771,1.86280572118629
ctx-rh-supramarginal,entropy_fullts_mean,0.6578990572325643,-0.12827063305095657,1.816491888409665
ctx-lh-middletemporal,deltaRel_mean,0.5162117217889166,-0.19297627726898295,1.2569551672311265
ctx-lh-middletemporal,thetaRel_mean,1.0992431453364875,0.3782855104662094,2.122563013847386
ctx-lh-middletemporal,alphaRel_mean,-1.2709537178257193,-2.0640032028915614,-0.6243048820739404
ctx-lh-middletemporal,betaRel_mean,-0.7546009375328602,-1.523779220089585,-0.10667040878371455
ctx-lh-middletemporal,gammaRel_mean,0.3131633943962374,-0.3493466240024571,1.2050751515170388
ctx-lh-middletemporal,entropy_1min_mean,-0.5508209856648884,-1.4725607523808206,0.1909141403618217
ctx-lh-middletemporal,entropy_fullts_mean,-0.5508667834223442,-1.529864418670536,0.15684941681642206
ctx-rh-bankssts,deltaRel_mean,1.0067361971525608,-0.17299398132292215,3.6317051639669042
ctx-rh-bankssts,thetaRel_mean,0.08461010424214112,-1.0480851278771879,1.8228409820882019
ctx-rh-bankssts,alphaRel_mean,-0.37393945920196153,-3.314706477264332,0.6733073478849305
ctx-rh-bankssts,betaRel_mean,-1.1133898867602112,-3.0055410065089325,-0.12680016417724757
ctx-rh-bankssts,gammaRel_mean,-0.5427627589544932,-2.207497743005849,0.7372342487261216
ctx-rh-bankssts,entropy_1min_mean,0.432772044190737,-1.0184020638023266,1.6711204708625125
ctx-rh-bankssts,entropy_fullts_mean,0.4327180463130016,-1.0719934912882518,1.6468521938410674
ctx-lh-parstriangularis,deltaRel_mean,0.1479652394073083,-0.6023929821381588,1.3664547642358924
ctx-lh-parstriangularis,thetaRel_mean,0.24670036432195291,-0.5604813960792338,1.3462826446426555
ctx-lh-parstriangularis,alphaRel_mean,0.8466290870319412,0.13709542629943944,1.9847683677057355
ctx-lh-parstriangularis,betaRel_mean,-0.6722284075723816,-1.8338603864462486,0.14952413661480632
ctx-lh-parstriangularis,gammaRel_mean,0.5691163434168239,-0.16825173289014234,1.478384439046587
ctx-lh-parstriangularis,entropy_1min_mean,0.20644860544635715,-0.7060602144971625,1.0212534098127706
ctx-lh-parstriangularis,entropy_fullts_mean,0.20610899870184712,-0.8547442203810957,1.0516128180467696
