aperiodic_offset,aperiodic_exponent,r_squared,error,num_peaks,electrode
3.126947116045056,23.96747169750077,0.9874769588566569,0.04147478680650809,6,mni_elec_1023
5.456387516047688,24314.67360273629,0.978521443151605,0.061055226645477675,4,mni_elec_1024
4.27497157546878,384.0401327126241,0.9735369832554053,0.05792905947136469,4,mni_elec_1025
2.9391503362339484,41.22888274542736,0.9797987699842524,0.04806683006553093,5,mni_elec_1026
2.66821389410773,25.338750289923862,0.8764974799610534,0.13858655728900335,2,mni_elec_1027
2.939993609417079,23.65411509068957,0.9780608981948032,0.055689642429660575,5,mni_elec_1028
2.3614090976612165,19.09236576301838,0.989035786615164,0.04477867553024014,5,mni_elec_1029
2.89770966917053,126.93130834772954,0.9922216850946438,0.043335463832692114,6,mni_elec_1030
1.8714247857619117,23.920482832040587,0.9779018300959993,0.056119684493926576,2,mni_elec_1031
4.1784679488132195,1067.5260282426784,0.988253469543174,0.04519636005366246,6,mni_elec_1032
3.348113502445674,59.08509327592378,0.9669942874123943,0.0717880305539952,1,mni_elec_1033
2.9756795684058197,29.569562336943232,0.9891752534457133,0.036240840999100896,6,mni_elec_1034
6.866856093055938,620819.9274354494,0.9864299196366042,0.05033454076619545,4,mni_elec_1035
2.82998881388544,204.57227125973083,0.9779584279028372,0.03930032750007946,6,mni_elec_1036
5.799104774908346,390960.4109157991,0.9758679346486617,0.04798601063795167,4,mni_elec_1037
7.1920144555185574,15475063.244751465,0.9721523057446053,0.06274678117530123,4,mni_elec_1038
5.373209248629774,714293.3590595557,0.9665177185369141,0.06480587866477272,4,mni_elec_1039
11.9677763142661,45047223339.69762,0.9850900286875099,0.052297465511154044,4,mni_elec_1040
9.595381723177049,113287572.37050974,0.9773067611939188,0.0752429942290635,5,mni_elec_1041
7.225337017402371,1536200.3131696829,0.9337082412755887,0.0894691800023146,3,mni_elec_1042
9.458698595980461,519256881.07657623,0.9712361915322795,0.0726413841315674,5,mni_elec_1043
3.0409242134433745,7.324109623391465,0.9930654248941733,0.03329783784130441,5,mni_elec_1044
3.933383924603737,38.920343625342,0.9898121585550903,0.04345323654366948,6,mni_elec_1045
3.8485858992283646,3.0809015839795837,0.9935376354727896,0.04666809010892644,3,mni_elec_1046
2.850097999309423,28.517037094031984,0.9802289192973369,0.05405038835589238,1,mni_elec_1047
3.462012213289458,197.03512008976665,0.9917587507602927,0.04298813315054676,5,mni_elec_1048
4.149631931435431,1612.167163706093,0.9906523084973038,0.04964058830069201,4,mni_elec_1049
2.7694846525524115,219.78200089052896,0.9911678905998123,0.03806738769656263,5,mni_elec_1050
2.587985477464125,121.49323611568674,0.9828204739593971,0.052511999862112864,5,mni_elec_1051
1.9447270671121701,2.0892657377448507,0.9851075887190999,0.04478112355601792,5,mni_elec_1052
1.921291937250927,5.5884943746493,0.9934518544662934,0.03379014872017521,6,mni_elec_1053
5.72003884165479,1111.1247825300306,0.9921545595678659,0.05493794815025426,3,mni_elec_1054
5.0428051712099675,805.5587976807501,0.9902861548287547,0.049436756721551844,5,mni_elec_1055
3.2652243171993147,54.774838848998115,0.9900664023023785,0.043093623756194736,5,mni_elec_1056
3.142023545748918,26.315920624841343,0.9849104775034162,0.05084457461526608,5,mni_elec_1057
2.922811756573183,35.40680212220068,0.9852062551176395,0.04277709201830511,5,mni_elec_1058
2.790720390723407,2.1834931067447445,0.9825043660539758,0.06111976942518161,2,mni_elec_1059
4.089022458389087,5.092172328725834,0.9811077683719005,0.08318405427971222,0,mni_elec_1060
1.7398338340872483,47.08509085568877,0.9309968842311487,0.10564096799725199,1,mni_elec_1061
7.0351765909835855,11867805.759713642,0.9818953833912807,0.042338034722708126,6,mni_elec_1062
7.085871477861298,4316829.277094629,0.9837798806714013,0.0485724075385094,6,mni_elec_1063
3.713699412341221,446.8058403136625,0.9363264950018101,0.07402868504722071,5,mni_elec_1064
4.696616930309055,2454.7925587310947,0.9621388973099786,0.07172082466415752,2,mni_elec_1065
2.870006732340849,273.3976826809851,0.9619860692207921,0.05169843430044764,6,mni_elec_1066
1.1656488036467163,9.030674548514856,0.9222395583487428,0.07887104303137306,3,mni_elec_1067
2.7443983823615987,598.0200469962011,0.8503513524173659,0.09755161666098569,4,mni_elec_1068
4.5581477347808,1393.9548081123387,0.9780434219249132,0.05374448809390874,5,mni_elec_1069
3.003110118251374,83.89708284253511,0.9741727144343483,0.05383318694762314,5,mni_elec_1070
