,deltaRel,thetaRel,alphaRel,betaRel,gammaRel,broadRel,entropy_1min,entropy_fullts
73,0.19495176178870932,0.16916126176645702,0.14665441716572253,0.1570665687127747,0.10941237650709898,0.2227536140592375,0.6673976860267176,0.7969199140830368
74,0.20535922712204815,0.17466764766065915,0.1369747859159652,0.14696326478125646,0.09965580350094136,0.23637927101912967,0.6638955319080379,0.7931692198379251
75,0.20992317280654355,0.1808025747104628,0.14736275787290545,0.13607358252950408,0.0859711070359132,0.23986680504467087,0.6676583350820304,0.7971989751556414
76,0.20442181817991534,0.17964156338069232,0.15044085727785708,0.14150296786481337,0.10895594308470019,0.2150368502120218,0.6772842863410161,0.8074966789816171
77,0.21313579466727495,0.1782510429544887,0.14602398979466336,0.13530669653690305,0.10622686919963695,0.22105560684703313,0.6821944939118872,0.8127434653377628
78,0.22132134241569124,0.17242634349985758,0.13503506945302926,0.1380294392839087,0.09976109620748783,0.2334267091400255,0.6825057323453838,0.8130759014450061
79,0.19161708391756227,0.17877300327114828,0.1497268255541437,0.1567573598045327,0.09334677511454044,0.2297789523380726,0.6610278842781967,0.7900964567511828
80,0.1896110838339526,0.1769112426148273,0.15560689755937934,0.15451717784416216,0.0918350727832653,0.23151852536441334,0.659934719856118,0.7889247181825826
81,0.22231237201680318,0.19452566153792097,0.13562856902029286,0.13031509878646177,0.07912226467191678,0.2380960339666045,0.6781626194732937,0.8084355180378988
82,0.21866459415401718,0.19203932123260128,0.1457243351622018,0.13169378007059332,0.07854242110077117,0.23333554827981529,0.6777988608176855,0.8080467169280849
83,0.17275316940615418,0.16984110907881833,0.15246832538098595,0.1652569567899917,0.1260643313732936,0.21361610797075611,0.662166901894692,0.7913171191497189
84,0.17622297517071747,0.17223469712164552,0.14922240184551427,0.1628199634019422,0.12606169794733477,0.21343826451284573,0.6604475519753334,0.7894744378951636
85,0.17842956008410615,0.17272578427588936,0.14704702879139203,0.15538070762198394,0.13571853226909414,0.21069838695753437,0.6630125305913345,0.792223214268401
86,0.1792276994694822,0.16991104593643638,0.14504478376688865,0.1572337526548931,0.13792829518068805,0.21065442299161166,0.6622922657184838,0.7914514550424453
87,0.1848890124221002,0.1690341382838899,0.14574858622760292,0.15558897577349273,0.13014777958878113,0.21459150770413327,0.6628568208140211,0.7920563799848009
88,0.19891658127351938,0.17873658951660334,0.16224163887311494,0.14557162802991724,0.1006101964784529,0.2139233658283924,0.6684672363924186,0.7980649412661232
89,0.19778816459236215,0.17947202498045783,0.1598117435269871,0.1452858128677587,0.10400970302545323,0.2136325510069809,0.6671154509069629,0.7966177287796683
90,0.19729812413888437,0.17490194039495668,0.15400995243029658,0.14828867063488732,0.10898065461431801,0.2165206577866571,0.6692262788981206,0.7988774278541272
91,0.21250808091472362,0.17681752685659277,0.15046282453940918,0.1414117254336822,0.09401415973899724,0.22478568251659495,0.6757228247210622,0.8058273290989926
92,0.19721744290267826,0.1769792911037889,0.1530156341492888,0.14836897316625428,0.10641527480165137,0.21800338387633844,0.6759901939318262,0.8061132014650004
93,0.20204831853652325,0.1832122398704946,0.14654445514036155,0.14184827496334557,0.10032304627715431,0.22602366521212072,0.6739481723263561,0.8039295535265539
94,0.1879313190973152,0.1795934518042598,0.14783449663105358,0.14838922825118372,0.11894810393279581,0.21730340028339187,0.6678483441303191,0.7974023988202652
95,0.18986189607646367,0.17455775581884633,0.14871607438817236,0.1490222710384556,0.12198669391281572,0.21585530876524656,0.6703039365913686,0.8000307917550381
96,0.17419978592189728,0.1634786641384804,0.17292667972174677,0.16329217585720326,0.11480667867035514,0.21129601569031714,0.6766289266842722,0.8067960881344842
97,0.17332541642192584,0.1555407554092017,0.17644706028193793,0.16882751685848188,0.11101191933739643,0.21484733169105633,0.6733129857432393,0.8032501675661234
98,0.15531399680003774,0.15101857452351491,0.19717403675349232,0.17331104393707886,0.10839590383544533,0.21478644415043088,0.6630921554223423,0.7923085261528722
99,0.14282339917323195,0.1526328996546262,0.20049175517189247,0.17606306215645856,0.11119121817697804,0.21679766566681272,0.6650138698468671,0.7943671571496327
100,0.1469193669976181,0.148081196750964,0.20340028845876781,0.17472264901134543,0.10599303166592733,0.22088346711537718,0.6820797627672806,0.8126209160468416
101,0.1437201081301386,0.1469945245673503,0.2035910536496044,0.17975349698495344,0.0995644787680334,0.22637633789991982,0.6753275138114703,0.8054046385648778
102,0.12484413476348144,0.1429491522466345,0.2093027922129863,0.18382175724097216,0.104369574180263,0.23471258935566247,0.6799076184923434,0.8103003378547647
103,0.17517054772591079,0.15761582071021016,0.177982628973006,0.16250430689548248,0.108405012802222,0.21832168289316856,0.6696873557518598,0.7993709202899215
104,0.16635789436185225,0.1449578053467167,0.21390497730973224,0.16259663231903917,0.0791600739829283,0.23302261667973137,0.6668566013920482,0.7963405699171651
105,0.15246136051179782,0.13243752819683502,0.22950525364542732,0.17294991123971204,0.06805593683425971,0.244590009571968,0.6576234742155526,0.7864466458302108
106,0.14163144790879695,0.11904120172388016,0.24453282587446892,0.17642490246988615,0.05941711019706323,0.2589525118259044,0.6593042576879108,0.788248843353916
107,0.10316036210179769,0.10474006993889234,0.2768316931105578,0.18049765355104,0.04668474685138469,0.2880854744463275,0.6519119292695389,0.7803187316035537
108,0.12232712876436642,0.10541508514887106,0.24887084336707907,0.18635795593331747,0.07377102527080452,0.2632579615155616,0.6776996431597968,0.8079406648773623
109,0.14192490350125495,0.11865327641913576,0.21448795130774004,0.18389318978217165,0.10540129925517579,0.23563937973452181,0.6949896718807772,0.8263968590203328
110,0.18348438077061044,0.16617263322622222,0.1951086706943442,0.15948404559731513,0.0658047739383126,0.22994549577319534,0.6833973541899294,0.8140281596886032
111,0.15234170104153494,0.11861464774679632,0.2508150080167076,0.16651372437155945,0.03852591232588059,0.2731890064975211,0.659679154852498,0.7886507531583293
112,0.1266877529846326,0.0957045992091695,0.27671172522523463,0.17021645318576764,0.03363313481649766,0.29704633457869783,0.6536052319537988,0.782136088672026
113,0.11172561424987447,0.08699470043996374,0.2807697087756579,0.18503824009809625,0.03785294160751907,0.29761879482888853,0.651728400080814,0.780121725528153
114,0.09029126815586026,0.10185390175973316,0.2629090023986751,0.1990528155971761,0.0645372758285081,0.28135573626004723,0.6752526921660394,0.8053246316983771
115,0.1034017262120722,0.11594779625194077,0.2103236242540332,0.20654938958005115,0.11692176698099765,0.24685569672090504,0.690039239994291,0.8211175809039077
116,0.15055361816914675,0.14260632340809057,0.23437047574525952,0.16250968453537976,0.04212310163315907,0.26783679650896425,0.6668381807022399,0.7963208458209884
117,0.12875939877310597,0.11582235613487725,0.26313796024696695,0.15954727052264267,0.023783156989051743,0.3089498573333554,0.6666409076013249,0.796109610409186
118,0.13410657697014355,0.10208072878414402,0.26791929055844016,0.1543485375397058,0.02254164415488676,0.3190032219926797,0.6685079800164465,0.7981085561834943
119,0.09462538962034847,0.0845462961625761,0.2940021925429043,0.1741948246064618,0.024847184395334523,0.3277841126723748,0.6635849222315089,0.7928364630644827
120,0.07948302178702057,0.08899714585486732,0.288169613862304,0.19510226132339714,0.02991662168607634,0.31833133548633447,0.6672461221746973,0.796757638454153
121,0.0869174777583375,0.10488219570400778,0.2679085551566285,0.19787202240051124,0.04720143076644917,0.2952183182140658,0.6704268786339983,0.800162357792908
122,0.11815706554300918,0.10279359934854107,0.24845811725295625,0.19218821295193952,0.0646943452700239,0.2737086596335301,0.6832669466382129,0.8138888918277573
123,0.15586140349523045,0.13575506981383137,0.23467909338653953,0.16503986064046874,0.03860991221061161,0.2700546604533182,0.6768376730500623,0.8070192495423909
124,0.13655806337143353,0.1074683663613339,0.25176757501587294,0.16544859510767335,0.02684422447702282,0.31191317566666343,0.6682471389009937,0.7978293280301891
125,0.1480069447536508,0.10361579746184747,0.2563021215536588,0.15416101228584447,0.02211533950098479,0.31579878444401366,0.6691823808303237,0.7988304416523984
126,0.17114873100799927,0.10464053215021779,0.241541566970917,0.15479874208398697,0.022251098725924703,0.30561932906095435,0.6699347152551149,0.7996356549996974
127,0.13516944124319502,0.09607079063509004,0.242262427794877,0.1839303679951377,0.02935876238225527,0.31320820994944504,0.6663132713738198,0.7957587702064269
128,0.15526185569788123,0.11398328279058217,0.22090089173374614,0.18313602359359113,0.03808906859772225,0.28862887758647704,0.6676114516528304,0.797148780795297
129,0.1025744671396999,0.11720725855128401,0.2503666903585919,0.2018066594719758,0.05284355713693648,0.27520136734151196,0.6736665051987532,0.8036282951598425
130,0.1332008384267625,0.12348376198219507,0.2541326837837077,0.16146178906094288,0.049131598931129575,0.27858932781526224,0.6804777500650263,0.8109095062857223
131,0.13338790703981146,0.11395840438795146,0.24454679285925898,0.17554860054391488,0.033826156919913225,0.29873213824914996,0.6734017728044851,0.8033451370214846
132,0.14073848839830427,0.10887422056295243,0.24933434102794852,0.1675931295125981,0.02704421413045388,0.30641560636774284,0.672009142596393,0.8018553797193572
133,0.11403203648400424,0.11191749449093802,0.2645223553270577,0.17253344283420893,0.02621567428144867,0.31077899658234237,0.6690266708577035,0.7986637751258858
134,0.10604421226516317,0.1213589898733354,0.2606971878292228,0.17181919393625922,0.029832762344815553,0.31024765375120383,0.6699369675499939,0.7996380654532613
135,0.09747056770464665,0.13366388566159002,0.2535718110004442,0.17141694903395252,0.042541393149904815,0.3013353934494619,0.6681200417122596,0.7976932673067285
136,0.1363882691721568,0.13950948302664135,0.20590954917231202,0.18542729512672487,0.08067668437120024,0.2520887191309647,0.6644020195171492,0.7937117846620171
137,0.128439637041038,0.13757904436814786,0.23086718879776852,0.17444207185939825,0.04847202640057764,0.28020003153306977,0.6750064527668299,0.8050613208955927
138,0.12746115511528064,0.13106333883984916,0.2367635886109996,0.17888215922975512,0.03573094371645131,0.2900988144876641,0.6762652324923397,0.8064072612302094
139,0.15905850565158489,0.1287104399074929,0.22439497908853856,0.16801703978568436,0.03366272766582265,0.28615630790087665,0.6771017762339354,0.8073015798392551
140,0.1435186567369801,0.12237319842822175,0.2414858201981059,0.1694899240639945,0.03684977201106251,0.28628262856163517,0.6779489551939838,0.80820714705799
141,0.15453120500940562,0.13847436137781244,0.2321817398003181,0.16260610859753166,0.038370579178975316,0.2738360060359569,0.677210816883362,0.8074181424869026
142,0.13649249196160085,0.14395487180181293,0.2269880580889657,0.17289228536062565,0.04887676341893503,0.2707955293680599,0.6675432453538435,0.7970757570501131
143,0.12180369081319205,0.12786901434620085,0.2250866042532346,0.19336217640381767,0.06821916217853702,0.26365935200501783,0.6695115797995084,0.7991827909159529
144,0.144958535126581,0.15984296244493218,0.22483286258397847,0.16285978720231323,0.05494725837662747,0.25255859426556754,0.6892482762052715,0.8202737037139614
145,0.18732250733447506,0.15405612844250977,0.18062715935915055,0.16816046968469342,0.06504883119225824,0.24478490398691286,0.6813960221640724,0.811890537397713
146,0.1318526887727189,0.1323496982500943,0.20110568415483868,0.1966771353299032,0.08494007985064263,0.2530747136418022,0.6806693572658077,0.8111142205264599
147,0.1257458374142952,0.13697329581597478,0.2132636276638435,0.19040888211504856,0.09163120752498487,0.24197714946585305,0.6901626448826883,0.8212492319875928
148,0.12819479784214788,0.1398784299192255,0.20517534630691844,0.18814984257596648,0.08803120469757857,0.2505703786581632,0.6790742700772047,0.8094098315411867
149,0.12745060685327195,0.14276482501356982,0.226412782082809,0.1766361174265539,0.0752960023218346,0.25143966630196074,0.6745124778419223,0.8045330682141629
150,0.1465480658123211,0.13625030087391318,0.23061091327445896,0.16924023811252137,0.0660010910258752,0.2513493909009101,0.6709911922453862,0.8007662227188735
151,0.17899984697109197,0.17077993840657646,0.16685966870981842,0.15343185834143816,0.11372301769059603,0.21620566988047898,0.6646846917798497,0.7940145721398412
152,0.17339115578901235,0.19605509158207957,0.15649571304158497,0.14508765502831109,0.1097249853035521,0.21924539925545983,0.6636603817320962,0.7929173045403708
153,0.1655843442801786,0.21013996257061893,0.16056050068068867,0.14726453337183143,0.08931861177152146,0.2271320473251608,0.6652322263017298,0.7946010298485765
154,0.1656612768979419,0.19652747724948044,0.16104199714461553,0.15619620865062653,0.0988813450001456,0.22169169505719,0.6665136378841953,0.7959733293750577
155,0.1516204909724397,0.1978038360158482,0.1673038454096997,0.1659553368906431,0.09828597966961239,0.2190305110417569,0.6751171014041429,0.8051796419154137
156,0.2086811509207551,0.1798431444209815,0.1554892337077639,0.13754519148033884,0.08943528876841036,0.22900599070175032,0.6695704412913767,0.799245789751825
157,0.19676355606182572,0.19429259417402256,0.1567553480152754,0.1431649078779804,0.08594356097925729,0.22308003289163858,0.6689173875463398,0.7985467995675987
158,0.18696272632802266,0.1948655512783518,0.15594832070607645,0.1495584961690249,0.09711434638538062,0.21555055913314347,0.6684790617887965,0.7980776000540523
159,0.1911184922796266,0.1865749307852955,0.15304947199425442,0.14757027037921777,0.10419802350400793,0.2174888110575977,0.6648228003639116,0.7941625035576527
160,0.2112648075299301,0.19781068442013813,0.13747155357094562,0.13537579413611167,0.08199697882204894,0.2360801815208256,0.6682108531062577,0.7977904834646247
161,0.18772578008414573,0.19583497326656898,0.143032289181701,0.16006479440245538,0.08151629996995557,0.2318258630951733,0.6664761026316346,0.7959331359034416
162,0.20353623685043912,0.1839919175859857,0.1382509066684892,0.15709457757399886,0.0657779533306341,0.251348407990453,0.6629661390860603,0.7921735088222192
163,0.20310834114243884,0.17273570349110856,0.15423402142490208,0.14361064186223121,0.105165609373612,0.22114568270570728,0.6738146779961304,0.803786775748207
164,0.2020996216040671,0.18438198361259023,0.15244596696303833,0.1415924149736307,0.10095523597459918,0.21852477687207447,0.6736778822353303,0.8036404637848388
165,0.199080095013807,0.1781635420953384,0.1568545859313336,0.147535235594748,0.09949018410218004,0.21887635726259297,0.670359266651055,0.8000900033666334
166,0.20745249817264158,0.18487687263843366,0.15501747710130143,0.13709861023725323,0.08519635530607182,0.2303581865442982,0.6646632172114207,0.7939915699137924
167,0.21040441337101667,0.1831617581879335,0.15283502821680517,0.13978741666669775,0.08466484091488759,0.2291465426426594,0.6662434940573014,0.7956840486730461
168,0.20896417954810703,0.18262355383730064,0.14859480577768147,0.14343580148472873,0.08845275316020561,0.2279289061919766,0.6647036181938963,0.7940348448738502
169,0.213834085063147,0.17577422606361798,0.14304754994020116,0.14725986615087036,0.08705810545735643,0.2330261673248072,0.6663692508570677,0.7958187156174378
170,0.1987118753873619,0.1684037531336557,0.16003529999196306,0.14986909272214616,0.10013223569493088,0.22284774306994234,0.6637051378117564,0.792965252271184
171,0.19437647514868453,0.1692853386746022,0.1574632861010361,0.15361396960933338,0.10773647253394807,0.21752445793239555,0.6646747059013692,0.7940038758961085
172,0.19785108402511548,0.1646613471926076,0.1566942403216566,0.1553754345762525,0.10805764409784233,0.2173602497865255,0.6660439406986874,0.7954703508501708
173,0.20781317975524463,0.16747425486005185,0.16011623344645748,0.14867514959764655,0.09088468915718205,0.22503649318341737,0.672124553060691,0.8019788519968496
174,0.21308902717706585,0.1611326892020822,0.1540208159892305,0.14910374604892845,0.09041178595523927,0.2322419356274538,0.6642971970579089,0.7935994993760105
175,0.21960935298956738,0.166449365802764,0.14250220276913642,0.14951850441038253,0.08528790887939244,0.2366326651487571,0.6659105148095565,0.795327463769017
176,0.23117022676853133,0.18110511353037984,0.1448537315556054,0.13190815463415467,0.05761562512367409,0.25334714838765476,0.6730436246681475,0.8029620421466115
177,0.1912675016649947,0.18775266293138482,0.17382993445455805,0.1370687423212673,0.09052442750848981,0.21955673111930535,0.6727222201186667,0.8026182314826835
178,0.20157968859209938,0.17125145996298152,0.16239360909515588,0.14473350009587588,0.10278086286950455,0.21726087938438282,0.6652045653981189,0.7945714038442967
179,0.20153574780932973,0.168306096772824,0.1595529011896082,0.1493766850602553,0.10264435007205192,0.2185842190959309,0.6680131232148008,0.7975788062024706
180,0.18801318704888506,0.1691628040703741,0.16894974655722417,0.1520894937912171,0.10405497254151053,0.21772979599078904,0.6674148375769073,0.7969382775671435
181,0.19478993830678223,0.16468497562559664,0.15969023158044643,0.1561836967277219,0.10552825166148666,0.2191229060979661,0.6663237797706194,0.7957700231238355
182,0.1934738889332717,0.16896002941207783,0.17318097553585188,0.14921597973518622,0.0946340067125733,0.22053511967103928,0.6664891703557565,0.7959471291021167
183,0.2104357117489391,0.17715404758912037,0.14953668810514,0.14512118426665427,0.09189205789619809,0.22586031039394802,0.6697209545716842,0.7994068798042009
184,0.18341176039754767,0.17443225982955782,0.15476399957982634,0.1570959443358702,0.11895891087136765,0.2113371249858304,0.6615768570100744,0.7906848084960129
185,0.1811451715052354,0.17361802168833304,0.15600974628711378,0.15941866660479648,0.11933472257157976,0.21047367134294145,0.6608774207476529,0.7899351908248972
186,0.17071889193433207,0.16972395698788928,0.1543146682010793,0.17329160496319435,0.11961742523785597,0.21233345267564901,0.6605928258678001,0.7896301527357276
187,0.16875704021939955,0.18504581516473687,0.15553617636334002,0.17293649289538074,0.10536683238430838,0.21235764297283452,0.6716752708253687,0.801498172959781
