Region,Feature,U_statistic,AUC,p_value,hup_n,mni_n,p_value_bonferroni_threshold,significant_bonferroni,p_value_fdr,significant_fdr
ctx-rh-superiortemporal,entropy_fullts_mean,59.0,0.7866666666666666,0.06553147574819401,5,15,0.00021645021645021645,False,0.42898198953074085,False
ctx-rh-fusiform,deltaRel_mean,105.0,0.6818181818181818,0.13219956429788168,14,11,0.00021645021645021645,False,0.5175949042849266,False
ctx-rh-fusiform,thetaRel_mean,62.0,0.4025974025974026,0.427311344499385,14,11,0.00021645021645021645,False,0.7479128162641004,False
ctx-rh-fusiform,alphaRel_mean,37.0,0.24025974025974026,0.03058557394228609,14,11,0.00021645021645021645,False,0.3925148655926715,False
ctx-rh-fusiform,betaRel_mean,75.0,0.487012987012987,0.9345534081694138,14,11,0.00021645021645021645,False,0.9680799878346843,False
ctx-rh-fusiform,gammaRel_mean,109.0,0.7077922077922078,0.08462410536453532,14,11,0.00021645021645021645,False,0.4887042084801915,False
ctx-rh-fusiform,entropy_1min_mean,103.0,0.6688311688311688,0.16271609155782685,14,11,0.00021645021645021645,False,0.5610062261172836,False
ctx-rh-fusiform,entropy_fullts_mean,103.0,0.6688311688311688,0.16271609155782685,14,11,0.00021645021645021645,False,0.5610062261172836,False
ctx-rh-supramarginal,deltaRel_mean,67.0,0.4652777777777778,0.7989066696432697,9,16,0.00021645021645021645,False,0.9416814094058678,False
ctx-rh-supramarginal,thetaRel_mean,68.0,0.4722222222222222,0.8429288944105098,9,16,0.00021645021645021645,False,0.9596774193548387,False
ctx-rh-supramarginal,alphaRel_mean,79.0,0.5486111111111112,0.7128806637550735,9,16,0.00021645021645021645,False,0.9199744878626926,False
ctx-rh-supramarginal,betaRel_mean,70.0,0.4861111111111111,0.9323243733483333,9,16,0.00021645021645021645,False,0.9680799878346843,False
ctx-rh-supramarginal,gammaRel_mean,69.0,0.4791666666666667,0.8874476051803057,9,16,0.00021645021645021645,False,0.9596774193548387,False
ctx-rh-supramarginal,entropy_1min_mean,101.0,0.7013888888888888,0.10663705780256338,9,16,0.00021645021645021645,False,0.5038067844029868,False
ctx-rh-supramarginal,entropy_fullts_mean,101.0,0.7013888888888888,0.10663705780256338,9,16,0.00021645021645021645,False,0.5038067844029868,False
Right-Hippocampus,deltaRel_mean,33.0,0.7333333333333333,0.18981018981018982,9,5,0.00021645021645021645,False,0.5925155925155926,False
Right-Hippocampus,thetaRel_mean,29.0,0.6444444444444445,0.43756243756243757,9,5,0.00021645021645021645,False,0.7479128162641004,False
Right-Hippocampus,alphaRel_mean,31.0,0.6888888888888889,0.2977022977022977,9,5,0.00021645021645021645,False,0.6978025798544186,False
Right-Hippocampus,betaRel_mean,10.0,0.2222222222222222,0.11188811188811189,9,5,0.00021645021645021645,False,0.5038067844029868,False
Right-Hippocampus,gammaRel_mean,8.0,0.17777777777777778,0.05994005994005994,9,5,0.00021645021645021645,False,0.42898198953074085,False
Right-Hippocampus,entropy_1min_mean,33.0,0.7333333333333333,0.18981018981018982,9,5,0.00021645021645021645,False,0.5925155925155926,False
Right-Hippocampus,entropy_fullts_mean,33.0,0.7333333333333333,0.18981018981018982,9,5,0.00021645021645021645,False,0.5925155925155926,False
ctx-rh-superiorparietal,deltaRel_mean,18.0,0.3,0.2343244990303814,5,12,0.00021645021645021645,False,0.6404948235542078,False
ctx-rh-superiorparietal,thetaRel_mean,16.0,0.26666666666666666,0.15998707175177765,5,12,0.00021645021645021645,False,0.5610062261172836,False
ctx-rh-superiorparietal,alphaRel_mean,36.0,0.6,0.5743374272786037,5,12,0.00021645021645021645,False,0.8305578524315904,False
ctx-rh-superiorparietal,betaRel_mean,42.0,0.7,0.2343244990303814,5,12,0.00021645021645021645,False,0.6404948235542078,False
ctx-rh-superiorparietal,gammaRel_mean,39.0,0.65,0.3826761473820297,5,12,0.00021645021645021645,False,0.7428419331533518,False
ctx-rh-superiorparietal,entropy_1min_mean,32.0,0.5333333333333333,0.8787976729153197,5,12,0.00021645021645021645,False,0.9596774193548387,False
ctx-rh-superiorparietal,entropy_fullts_mean,32.0,0.5333333333333333,0.8787976729153197,5,12,0.00021645021645021645,False,0.9596774193548387,False
Left-Hippocampus,deltaRel_mean,44.0,0.55,0.7618264088852323,10,8,0.00021645021645021645,False,0.9416814094058678,False
Left-Hippocampus,thetaRel_mean,31.0,0.3875,0.4597559303441656,10,8,0.00021645021645021645,False,0.7479128162641004,False
