mni_x,mni_y,mni_z,x,y,z,roiNum,snum,abvr,lobe,isSideLeft
-23.4339,39.087900000000005,25.165136255,-23.4339,39.087900000000005,25.165136255,1027,40,RMFr_L,Frontal,1
21.707949999999997,30.042450000000002,22.9021188,21.707949999999997,30.04245,22.9021188,2028,75,SpFr_R,Frontal,0
24.49635,31.18205,26.183199465,24.49635,31.18205,26.183199465,2027,74,RMFr_R,Frontal,0
20.942,14.81145,-13.117784575,20.942,14.81145,-13.117784575,51,10,Put_R,Subcortical,0
22.92865,15.07415,-9.786631603,22.92865,15.07415,-9.786631603,51,10,Put_R,Subcortical,0
23.081699999999998,15.46965,-9.1537107645,23.0817,15.46965,-9.1537107645,51,10,Put_R,Subcortical,0
23.55175,14.366,-15.279427585,23.55175,14.366,-15.279427585,2012,59,LObFr_R,Frontal,0
28.4863,14.147400000000001,-13.730734044999998,28.4863,14.1474,-13.730734044999998,2035,82,Ins_R,Subcortical,0
32.2651,14.1141,-10.453067166,32.2651,14.1141,-10.453067166,2035,82,Ins_R,Subcortical,0
21.707949999999997,30.042450000000002,22.9021188,21.707949999999997,30.04245,22.9021188,2028,75,SpFr_R,Frontal,0
24.49635,31.18205,26.183199465,24.49635,31.18205,26.183199465,2027,74,RMFr_R,Frontal,0
20.942,14.81145,-13.117784575,20.942,14.81145,-13.117784575,51,10,Put_R,Subcortical,0
22.92865,15.07415,-9.786631603,22.92865,15.07415,-9.786631603,51,10,Put_R,Subcortical,0
23.55175,14.366,-15.279427585,23.55175,14.366,-15.279427585,2012,59,LObFr_R,Frontal,0
28.4863,14.147400000000001,-13.730734044999998,28.4863,14.1474,-13.730734044999998,2035,82,Ins_R,Subcortical,0
32.2651,14.1141,-10.453067166,32.2651,14.1141,-10.453067166,2035,82,Ins_R,Subcortical,0
26.37445,-12.4955,-26.001588849999997,26.37445,-12.4955,-26.001588849999997,53,12,Hip_R,Subcortical,0
30.684649999999998,-15.12135,-26.13825903,30.68465,-15.12135,-26.13825903,53,12,Hip_R,Subcortical,0
34.682249999999996,-17.3,-24.864589495,34.682249999999996,-17.3,-24.864589495,2016,63,ParHip_R,Temporal,0
37.150800000000004,20.2633,34.064332119999996,37.1508,20.2633,34.064332119999996,2027,74,RMFr_R,Frontal,0
38.859849999999994,23.39555,38.267234835,38.859849999999994,23.39555,38.267234835,2027,74,RMFr_R,Frontal,0
31.86775,14.439499999999999,-0.780550293,31.86775,14.4395,-0.780550293,2035,82,Ins_R,Subcortical,0
-3.4159,60.44735,-19.4885824794403,-3.4159,60.44735,-19.4885824794403,1014,27,MObFr_L,Frontal,1
-9.216735,66.51155,-15.73887844376295,-9.216735,66.51155,-15.73887844376295,1032,45,Fpole_L,Frontal,1
-16.4548,69.7546,-9.17255440732574,-16.4548,69.7546,-9.17255440732574,1027,40,RMFr_L,Frontal,1
-22.82835,69.24865,-0.9700617137572951,-22.82835,69.24865,-0.9700617137572952,1027,40,RMFr_L,Frontal,1
-29.27975,64.67075,7.120762660566345,-29.27975,64.67075,7.120762660566345,1027,40,RMFr_L,Frontal,1
-12.255755,45.6044,48.327517505016644,-12.255755,45.6044,48.32751750501664,1028,41,SpFr_L,Frontal,1
-18.24905,37.85025,52.099633505004746,-18.24905,37.85025,52.099633505004746,1028,41,SpFr_L,Frontal,1
-25.7115,29.61815,53.08004922356465,-25.7115,29.61815,53.08004922356465,1028,41,SpFr_L,Frontal,1
-31.414099999999998,21.1241,55.246129620793596,-31.4141,21.1241,55.2461296207936,1003,17,CaMFr_L,Frontal,1
-31.59235,12.62489,59.2493614966577,-31.59235,12.62489,59.2493614966577,1003,17,CaMFr_L,Frontal,1
-31.01665,2.3078449999999995,63.2547144361391,-31.01665,2.3078449999999995,63.2547144361391,1003,17,CaMFr_L,Frontal,1
-31.316499999999998,-10.463145,65.8661967828807,-31.3165,-10.463145,65.8661967828807,1024,37,PreCt_L,Frontal,1
-19.8341,47.2761,43.367153046814195,-19.8341,47.2761,43.367153046814195,1027,40,RMFr_L,Frontal,1
-26.4207,36.415350000000004,46.914339956881946,-26.4207,36.41535,46.914339956881946,1027,40,RMFr_L,Frontal,1
-33.745850000000004,28.2394,47.97831566575475,-33.745850000000004,28.2394,47.97831566575475,1003,17,CaMFr_L,Frontal,1
-38.477199999999996,21.12225,50.51931639575735,-38.4772,21.12225,50.51931639575735,1003,17,CaMFr_L,Frontal,1
-39.475300000000004,11.527795,53.80275504706965,-39.4753,11.527795,53.80275504706965,1003,17,CaMFr_L,Frontal,1
-40.2425,-0.7856299999999998,57.71519253119485,-40.2425,-0.7856299999999998,57.71519253119485,1024,37,PreCt_L,Frontal,1
-42.0617,-13.620625,59.6794883195846,-42.0617,-13.620625,59.6794883195846,1024,37,PreCt_L,Frontal,1
-26.700499999999998,48.144549999999995,34.7909618527371,-26.7005,48.144549999999995,34.7909618527371,1027,40,RMFr_L,Frontal,1
-30.049999999999997,39.0436,41.839676887258804,-30.049999999999997,39.0436,41.8396768872588,1027,40,RMFr_L,Frontal,1
-36.60365,30.33625,44.122751353426,-36.60365,30.33625,44.122751353426,1003,17,CaMFr_L,Frontal,1
-42.1275,21.29145,46.3895842340047,-42.1275,21.29145,46.3895842340047,1003,17,CaMFr_L,Frontal,1
-44.78855,10.64703,49.9066826538113,-44.78855,10.64703,49.9066826538113,1003,17,CaMFr_L,Frontal,1
-46.6221,-1.682235,53.22536236516425,-46.6221,-1.682235,53.22536236516425,1024,37,PreCt_L,Frontal,1
-48.42575,-13.921765,54.63934305032075,-48.42575,-13.921765,54.63934305032075,1022,35,PsCtr_L,Parietal,1
-32.04795,48.50605,28.3569077118573,-32.04795,48.50605,28.3569077118573,1027,40,RMFr_L,Frontal,1
-35.7093,40.4961,34.0358568401489,-35.7093,40.4961,34.0358568401489,1027,40,RMFr_L,Frontal,1
-41.75625,31.15925,36.4082647353183,-41.75625,31.15925,36.4082647353183,1027,40,RMFr_L,Frontal,1
-45.35525,22.7205,38.609913500252546,-45.35525,22.7205,38.609913500252546,1003,17,CaMFr_L,Frontal,1
-47.47975,14.207365000000001,42.0978953077097,-47.47975,14.207365,42.0978953077097,1003,17,CaMFr_L,Frontal,1
-50.45985,1.1492550000000006,46.4158731498528,-50.45985,1.1492550000000006,46.4158731498528,1024,37,PreCt_L,Frontal,1
-53.794250000000005,-11.478760000000001,48.3703673596249,-53.794250000000005,-11.47876,48.3703673596249,1024,37,PreCt_L,Frontal,1
-42.0574,48.00085,19.5535464001058,-42.0574,48.00085,19.5535464001058,1027,40,RMFr_L,Frontal,1
-44.2625,40.65615,24.04716603720265,-44.2625,40.65615,24.04716603720265,1027,40,RMFr_L,Frontal,1
-47.37875,31.2076,27.40892770854355,-47.37875,31.2076,27.40892770854355,1027,40,RMFr_L,Frontal,1
-50.6995,21.991,32.5776308331579,-50.6995,21.991,32.5776308331579,1027,40,RMFr_L,Frontal,1
-54.06225,12.298559999999998,36.00643966183105,-54.06225,12.298559999999998,36.00643966183105,1024,37,PreCt_L,Frontal,1
-56.15535,2.54506,37.763296968245854,-56.15535,2.54506,37.763296968245854,1024,37,PreCt_L,Frontal,1
-58.4431,-8.6555,39.154494427638895,-58.4431,-8.6555,39.154494427638895,1022,35,PsCtr_L,Parietal,1
-48.89265,45.4915,7.114882251892276,-48.89265,45.4915,7.114882251892276,1020,33,ParTrg_L,Frontal,1
-51.5466,37.47185,12.29281704830018,-51.5466,37.47185,12.29281704830018,1020,33,ParTrg_L,Frontal,1
-55.0304,27.798849999999998,17.207659146434302,-55.0304,27.79885,17.207659146434302,1018,31,ParOpr_L,Frontal,1
-58.8547,17.30085,20.88208508827335,-58.8547,17.30085,20.88208508827335,1018,31,ParOpr_L,Frontal,1
-61.30185,7.7025250000000005,23.3167432166769,-61.30185,7.702525,23.3167432166769,1024,37,PreCt_L,Frontal,1
-62.295500000000004,-1.1620900000000003,26.19661302642485,-62.2955,-1.1620900000000003,26.19661302642485,1024,37,PreCt_L,Frontal,1
-63.55735,-10.741465000000002,29.158294476724798,-63.55735,-10.741465000000002,29.1582944767248,1022,35,PsCtr_L,Parietal,1
-51.0334,42.60975,-4.889062740893735,-51.0334,42.60975,-4.889062740893735,1020,33,ParTrg_L,Frontal,1
-56.45,32.2844,1.49043817981305,-56.45,32.2844,1.49043817981305,1020,33,ParTrg_L,Frontal,1
-59.82065,22.96425,6.66419221904131,-59.82065,22.96425,6.66419221904131,1018,31,ParOpr_L,Frontal,1
-61.56255,14.569600000000001,9.89588852834828,-61.56255,14.5696,9.89588852834828,1018,31,ParOpr_L,Frontal,1
-63.14405,6.389925,12.7849308605881,-63.14405,6.389925,12.7849308605881,1024,37,PreCt_L,Frontal,1
-64.31605,-3.28662,15.69249038339405,-64.31605,-3.28662,15.69249038339405,1022,35,PsCtr_L,Parietal,1
-64.5766,-12.572295,18.80775787403475,-64.5766,-12.572295,18.80775787403475,1022,35,PsCtr_L,Parietal,1
-49.954499999999996,39.988,-14.774888974391,-49.9545,39.988,-14.774888974391,1019,32,ParOrb_L,Frontal,1
-52.7783,29.6405,-10.246727445245334,-52.7783,29.6405,-10.246727445245334,1020,33,ParTrg_L,Frontal,1
-56.40545,20.407249999999998,-3.79423405562146,-56.40545,20.40725,-3.79423405562146,1020,33,ParTrg_L,Frontal,1
-59.73515,11.903405,0.35417415452794954,-59.73515,11.903405,0.3541741545279495,1024,37,PreCt_L,Frontal,1
-62.446299999999994,3.16032,1.89392410062377,-62.446299999999994,3.16032,1.89392410062377,1024,37,PreCt_L,Frontal,1
-63.53614999999999,-6.122035,5.18246830534408,-63.53614999999999,-6.122035,5.18246830534408,1030,43,SpTmp_L,Temporal,1
-64.56465,-15.79725,9.364906733837635,-64.56465,-15.79725,9.364906733837635,1030,43,SpTmp_L,Temporal,1
0.6211905,-2.5375550000000002,41.8653978132574,0.6211905,-2.537555,41.8653978132574,2023,70,PCg_R,Cingulate,0
-0.20951799999999998,7.572735,43.2930125722405,-0.2095179999999999,7.572735,43.2930125722405,1028,41,SpFr_L,Frontal,1
-1.061347,17.8814,45.9430169618102,-1.061347,17.8814,45.9430169618102,1028,41,SpFr_L,Frontal,1
-1.6017350000000001,27.05065,49.24895733463365,-1.601735,27.05065,49.24895733463365,1028,41,SpFr_L,Frontal,1
-3.651255,35.5414,52.00385272884925,-3.651255,35.5414,52.00385272884925,1028,41,SpFr_L,Frontal,1
-33.2873,-8.998050000000001,-43.544768346320794,-33.2873,-8.998050000000001,-43.544768346320794,1007,20,Fusi_L,Temporal,1
-46.42515,-10.5228,-42.871182934051944,-46.42515,-10.5228,-42.871182934051944,1009,22,InTem_L,Temporal,1
-56.74325,-9.78619,-36.779881935419795,-56.74325,-9.78619,-36.779881935419795,1009,22,InTem_L,Temporal,1
-63.565799999999996,-8.76566,-28.6540017136578,-63.5658,-8.76566,-28.6540017136578,1009,22,InTem_L,Temporal,1
-67.35079999999999,-8.78905,-20.889899859790752,-67.35079999999999,-8.78905,-20.889899859790752,1015,28,MTem_L,Temporal,1
20.8787,67.0187,18.9882766005009,20.8787,67.0187,18.9882766005009,2028,75,SpFr_R,Frontal,0
20.7001,60.2976,29.9769921806642,20.7001,60.2976,29.9769921806642,2027,74,RMFr_R,Frontal,0
21.00735,51.42635,38.507932276862,21.00735,51.42635,38.507932276862,2028,75,SpFr_R,Frontal,0
63.04465,-7.76445,-26.1309801331611,63.04465,-7.76445,-26.1309801331611,2015,62,MTem_R,Temporal,0
64.80885,-13.865750000000002,-16.061370275441853,64.80885,-13.865750000000002,-16.061370275441853,2015,62,MTem_R,Temporal,0
66.31725,-21.35995,-3.8295771505493903,66.31725,-21.35995,-3.8295771505493903,2015,62,MTem_R,Temporal,0
67.56094999999999,-29.07065,3.3773053885657998,67.56094999999999,-29.07065,3.3773053885658,2030,77,SpTmp_R,Temporal,0
67.43785,-36.889250000000004,6.936806936148345,67.43785,-36.88925,6.936806936148345,2030,77,SpTmp_R,Temporal,0
66.1259,-45.34615,10.82144863972621,66.1259,-45.34615,10.82144863972621,2015,62,MTem_R,Temporal,0
61.4187,-54.07555,17.4104840196887,61.4187,-54.07555,17.4104840196887,2008,55,InPar_R,Parietal,0
61.774,-2.9764573999999997,-21.179343328432,61.774,-2.9764573999999997,-21.179343328432,2015,62,MTem_R,Temporal,0
62.443749999999994,-8.25496,-11.018593434144716,62.443749999999994,-8.25496,-11.018593434144716,2015,62,MTem_R,Temporal,0
64.18205,-16.09655,0.06389501787883001,64.18205,-16.09655,0.06389501787883,2030,77,SpTmp_R,Temporal,0
65.17985,-25.57915,7.093484524401244,65.17985,-25.57915,7.093484524401244,2030,77,SpTmp_R,Temporal,0
64.98445000000001,-33.282250000000005,12.5339244794516,64.98445000000001,-33.282250000000005,12.5339244794516,2030,77,SpTmp_R,Temporal,0
64.4401,-41.03275,19.070643452606753,64.4401,-41.03275,19.070643452606753,2001,49,Bkst_R,Temporal,0
60.64345,-49.05945,27.206433044009948,60.64345,-49.05945,27.206433044009948,2008,55,InPar_R,Parietal,0
57.225449999999995,2.2892550000000003,-15.67018176421665,57.225449999999995,2.2892550000000003,-15.67018176421665,2015,62,MTem_R,Temporal,0
61.011799999999994,-4.8359250000000005,-6.277511326911903,61.011799999999994,-4.8359250000000005,-6.277511326911903,2030,77,SpTmp_R,Temporal,0
64.06865,-23.277050000000003,9.417568916962704,64.06865,-23.277050000000003,9.417568916962704,2030,77,SpTmp_R,Temporal,0
63.8046,-30.04475,17.95835393929235,63.8046,-30.04475,17.95835393929235,2030,77,SpTmp_R,Temporal,0
62.09415,-35.20545,28.627833220242202,62.09415,-35.20545,28.6278332202422,2031,78,SpMar_R,Parietal,0
58.1924,-39.81125,38.3276885632117,58.1924,-39.81125,38.3276885632117,2031,78,SpMar_R,Parietal,0
56.8183,7.59206,-8.821046053875275,56.8183,7.59206,-8.821046053875275,2030,77,SpTmp_R,Temporal,0
59.8576,1.6425195,-2.6860966332064433,59.8576,1.6425195,-2.6860966332064433,2030,77,SpTmp_R,Temporal,0
62.5232,-3.9646705000000004,7.698236024385281,62.5232,-3.9646705,7.698236024385281,2022,69,PsCtr_R,Parietal,0
63.8855,-12.88398,19.05566547431605,63.8855,-12.88398,19.05566547431605,2022,69,PsCtr_R,Parietal,0
61.14505,-20.57775,29.742554511208397,61.14505,-20.57775,29.742554511208397,2031,78,SpMar_R,Parietal,0
56.20805,-21.978650000000002,40.29423953414365,56.20805,-21.97865,40.29423953414365,2031,78,SpMar_R,Parietal,0
55.34995,-25.8938,46.4556524602845,55.34995,-25.8938,46.4556524602845,2031,78,SpMar_R,Parietal,0
54.5408,15.399899999999999,4.618699872075546,54.5408,15.3999,4.618699872075546,2018,65,ParOpr_R,Frontal,0
57.53245,12.86355,10.714603085334135,57.53245,12.86355,10.714603085334137,2024,71,PreCt_R,Frontal,0
59.02335,6.086905000000001,18.01305194874335,59.02335,6.086905000000001,18.01305194874335,2024,71,PreCt_R,Frontal,0
60.0813,-2.62437,27.02939780807635,60.0813,-2.62437,27.02939780807635,2024,71,PreCt_R,Frontal,0
58.304950000000005,-9.289375,35.74494257308445,58.304950000000005,-9.289375,35.74494257308445,2022,69,PsCtr_R,Parietal,0
53.1139,-11.951049999999999,43.62844678433005,53.1139,-11.95105,43.62844678433005,2022,69,PsCtr_R,Parietal,0
51.1733,-18.327550000000002,49.6777657572414,51.1733,-18.32755,49.6777657572414,2022,69,PsCtr_R,Parietal,0
56.711200000000005,24.41995,12.420682136384725,56.711200000000005,24.41995,12.420682136384723,2018,65,ParOpr_R,Frontal,0
58.1155,19.0869,21.99824604732225,58.1155,19.0869,21.99824604732225,2018,65,ParOpr_R,Frontal,0
57.4731,13.1482,28.79934609781105,57.4731,13.1482,28.79934609781105,2024,71,PreCt_R,Frontal,0
56.91589999999999,6.950805,35.345754122068996,56.91589999999999,6.950805,35.345754122068996,2024,71,PreCt_R,Frontal,0
55.929649999999995,-0.019630000000000036,41.98558541056445,55.929649999999995,-0.01963,41.98558541056445,2024,71,PreCt_R,Frontal,0
51.1952,-4.29655,47.54078955884175,51.1952,-4.29655,47.54078955884175,2024,71,PreCt_R,Frontal,0
48.59455,-13.036965,53.833813998426095,48.59455,-13.036965,53.833813998426095,2022,69,PsCtr_R,Parietal,0
51.98075,33.11355,19.3706566723068,51.98075,33.11355,19.3706566723068,2020,67,ParTrg_R,Frontal,0
52.153549999999996,25.742649999999998,29.415493194305803,52.15355,25.74265,29.415493194305803,2027,74,RMFr_R,Frontal,0
52.8126,18.490299999999998,34.8871408573726,52.8126,18.4903,34.8871408573726,2027,74,RMFr_R,Frontal,0
51.83735,12.96802,40.41612951595975,51.83735,12.96802,40.41612951595975,2003,51,CaMFr_R,Frontal,0
51.11305,5.872965000000001,46.99535400271215,51.11305,5.872965000000001,46.99535400271215,2024,71,PreCt_R,Frontal,0
48.443200000000004,0.34141,54.01415534266765,48.4432,0.34141,54.01415534266765,2024,71,PreCt_R,Frontal,0
44.81725,-6.100635,60.47874702267775,44.81725,-6.100635,60.47874702267775,2024,71,PreCt_R,Frontal,0
47.1307,39.48835,25.0837032020848,47.1307,39.48835,25.0837032020848,2027,74,RMFr_R,Frontal,0
48.02195,32.5652,33.3271467363624,48.02195,32.5652,33.3271467363624,2027,74,RMFr_R,Frontal,0
48.26255,25.9574,39.4244511581552,48.26255,25.9574,39.4244511581552,2027,74,RMFr_R,Frontal,0
47.0878,19.53385,45.99752934103495,47.0878,19.53385,45.99752934103495,2003,51,CaMFr_R,Frontal,0
45.33595,13.14515,52.887922351184855,45.33595,13.14515,52.887922351184855,2003,51,CaMFr_R,Frontal,0
41.8975,7.34816,58.502801499116956,41.8975,7.34816,58.50280149911696,2003,51,CaMFr_R,Frontal,0
36.64485,0.28125500000000025,63.3036231090764,36.64485,0.2812550000000002,63.3036231090764,2003,51,CaMFr_R,Frontal,0
-69.3872,-36.01175,-15.67683033569765,-69.3872,-36.01175,-15.67683033569765,1015,28,MTem_L,Temporal,1
-69.89689999999999,-31.81425,-7.005488778921695,-69.89689999999999,-31.81425,-7.005488778921695,1015,28,MTem_L,Temporal,1
-68.47710000000001,-26.941200000000002,2.8523578994379353,-68.47710000000001,-26.9412,2.8523578994379353,1030,43,SpTmp_L,Temporal,1
-67.5202,-20.4692,13.77803054297143,-67.5202,-20.4692,13.77803054297143,1030,43,SpTmp_L,Temporal,1
-66.13455,-13.867849999999999,24.9334411459964,-66.13455,-13.86785,24.9334411459964,1022,35,PsCtr_L,Parietal,1
62.627700000000004,-47.6479,23.481430726564753,62.6277,-47.6479,23.481430726564753,2008,55,InPar_R,Parietal,0
64.6622,-37.3852,20.86010109679585,64.6622,-37.3852,20.86010109679585,2031,78,SpMar_R,Parietal,0
66.5935,-27.534,16.42241819907445,66.5935,-27.534,16.42241819907445,2030,77,SpTmp_R,Temporal,0
66.98734999999999,-15.272955,14.0416019938936,66.98734999999999,-15.272955,14.0416019938936,2031,78,SpMar_R,Parietal,0
65.37875,-2.0333349999999997,13.33067830559105,65.37875,-2.0333349999999997,13.33067830559105,2022,69,PsCtr_R,Parietal,0
61.998099999999994,9.63492,10.00788683176453,61.998099999999994,9.63492,10.00788683176453,2024,71,PreCt_R,Frontal,0
58.4162,18.12995,5.030836948626835,58.4162,18.12995,5.030836948626835,2018,65,ParOpr_R,Frontal,0
64.77705,-46.975899999999996,14.285911143768349,64.77705,-46.9759,14.285911143768349,2008,55,InPar_R,Parietal,0
65.6673,-35.99625,11.838083951508214,65.6673,-35.99625,11.838083951508214,2030,77,SpTmp_R,Temporal,0
66.88945000000001,-26.130000000000003,7.59845803402213,66.88945000000001,-26.130000000000003,7.59845803402213,2030,77,SpTmp_R,Temporal,0
67.3125,-16.94515,4.661523320914075,67.3125,-16.94515,4.661523320914075,2030,77,SpTmp_R,Temporal,0
65.67724999999999,-7.325805000000001,2.074540520843333,65.67724999999999,-7.325805000000001,2.074540520843333,2030,77,SpTmp_R,Temporal,0
61.85764999999999,1.954955,-1.728056374970847,61.85764999999999,1.954955,-1.728056374970847,2030,77,SpTmp_R,Temporal,0
56.4219,10.68821,-5.12288637802867,56.4219,10.68821,-5.12288637802867,2030,77,SpTmp_R,Temporal,0
66.0144,-47.97535,4.3467470960255,66.0144,-47.97535,4.3467470960255,2015,62,MTem_R,Temporal,0
68.28915,-38.86305,1.8583724072469074,68.28915,-38.86305,1.8583724072469072,2015,62,MTem_R,Temporal,0
69.39345,-29.2293,-0.8560328714100525,69.39345,-29.2293,-0.8560328714100525,2015,62,MTem_R,Temporal,0
67.99625,-17.8067,-3.29392352264306,67.99625,-17.8067,-3.29392352264306,2030,77,SpTmp_R,Temporal,0
65.3275,-8.45604,-6.681109549664935,65.3275,-8.45604,-6.681109549664935,2030,77,SpTmp_R,Temporal,0
61.73325,-0.96851,-9.740796101487796,61.73325,-0.96851,-9.740796101487796,2030,77,SpTmp_R,Temporal,0
57.5501,9.56808,-11.4200806112638,57.5501,9.56808,-11.4200806112638,2030,77,SpTmp_R,Temporal,0
66.82495,-52.03075,-6.174220325439225,66.82495,-52.03075,-6.174220325439225,2015,62,MTem_R,Temporal,0
68.90695,-42.0891,-10.180749289599595,68.90695,-42.0891,-10.180749289599596,2015,62,MTem_R,Temporal,0
68.38735,-31.4274,-14.126581518849399,68.38735,-31.4274,-14.1265815188494,2015,62,MTem_R,Temporal,0
67.331,-20.76295,-17.41528205856095,67.331,-20.76295,-17.41528205856095,2015,62,MTem_R,Temporal,0
66.275,-10.530339999999999,-21.0328123256518,66.275,-10.53034,-21.0328123256518,2015,62,MTem_R,Temporal,0
61.05035,-0.8908750000000001,-22.0522106049798,61.05035,-0.8908750000000001,-22.0522106049798,2015,62,MTem_R,Temporal,0
54.580349999999996,9.128365,-22.333596858216552,54.58035,9.128365,-22.333596858216552,2015,62,MTem_R,Temporal,0
50.63475,36.66415,0.26034923680148503,50.63475,36.66415,0.260349236801485,2020,67,ParTrg_R,Frontal,0
55.36095,27.296300000000002,4.31324717090228,55.36095,27.2963,4.31324717090228,2020,67,ParTrg_R,Frontal,0
58.68875,19.6916,10.0741811578268,58.68875,19.6916,10.0741811578268,2018,65,ParOpr_R,Frontal,0
60.7087,10.025375,16.7927093169214,60.7087,10.025375,16.7927093169214,2024,71,PreCt_R,Frontal,0
62.5914,-1.2650199999999998,22.5422263466055,62.5914,-1.2650199999999998,22.5422263466055,2022,69,PsCtr_R,Parietal,0
64.408,-12.092545000000001,25.04464796696465,64.408,-12.092545,25.04464796696465,2022,69,PsCtr_R,Parietal,0
65.13704999999999,-24.170450000000002,27.486385287149552,65.13704999999999,-24.17045,27.486385287149552,2031,78,SpMar_R,Parietal,0
47.135149999999996,42.64575,9.571135754573461,47.13515,42.64575,9.57113575457346,2020,67,ParTrg_R,Frontal,0
53.6251,31.64045,14.33220784528175,53.6251,31.64045,14.33220784528175,2020,67,ParTrg_R,Frontal,0
58.1465,23.28785,20.369334967949648,58.1465,23.28785,20.369334967949648,2018,65,ParOpr_R,Frontal,0
60.2061,13.535969999999999,27.1303099309301,60.2061,13.53597,27.1303099309301,2024,71,PreCt_R,Frontal,0
60.7076,3.5720423500000003,32.98707033608705,60.7076,3.5720423500000003,32.98707033608705,2024,71,PreCt_R,Frontal,0
60.8825,-7.06997765,36.23381696385075,60.8825,-7.06997765,36.23381696385075,2022,69,PsCtr_R,Parietal,0
60.9193,-19.88075,38.64810912201095,60.9193,-19.88075,38.64810912201095,2031,78,SpMar_R,Parietal,0
43.3818,46.7131,19.825292320513952,43.3818,46.7131,19.825292320513952,2027,74,RMFr_R,Frontal,0
49.26585,35.35415,25.13154458086645,49.26585,35.35415,25.13154458086645,2027,74,RMFr_R,Frontal,0
53.60655,24.74235,30.1662938215496,53.60655,24.74235,30.1662938215496,2027,74,RMFr_R,Frontal,0
55.8889,14.599314999999999,34.8276600373516,55.8889,14.599315,34.8276600373516,2024,71,PreCt_R,Frontal,0
54.51745,6.955715,39.7871099944698,54.51745,6.955715,39.7871099944698,2024,71,PreCt_R,Frontal,0
53.981700000000004,-3.9105,44.838868305133,53.9817,-3.9105,44.838868305133,2024,71,PreCt_R,Frontal,0
54.50975,-18.5063,47.43922939509895,54.50975,-18.5063,47.43922939509895,2022,69,PsCtr_R,Parietal,0
35.6348,46.75445,32.51785625011775,35.6348,46.75445,32.51785625011775,2027,74,RMFr_R,Frontal,0
42.05625,38.71695,37.23928305058995,42.05625,38.71695,37.23928305058995,2027,74,RMFr_R,Frontal,0
46.6537,27.837899999999998,39.66611735662525,46.6537,27.8379,39.66611735662525,2027,74,RMFr_R,Frontal,0
48.0071,17.77615,42.88796430239075,48.0071,17.77615,42.88796430239075,2003,51,CaMFr_R,Frontal,0
46.663650000000004,8.33569,48.44857225402055,46.66365,8.33569,48.44857225402055,2003,51,CaMFr_R,Frontal,0
46.6914,-2.624295,53.16667369721195,46.6914,-2.624295,53.16667369721195,2024,71,PreCt_R,Frontal,0
49.171850000000006,-14.998235000000001,56.418439524134996,49.171850000000006,-14.998235,56.41843952413499,2022,69,PsCtr_R,Parietal,0
-0.8056805,3.234215,34.6758178658675,-0.8056805,3.234215,34.6758178658675,1023,36,PCg_L,Cingulate,1
-1.3201005000000001,13.30932,40.9556445794488,-1.3201005,13.30932,40.9556445794488,1028,41,SpFr_L,Frontal,1
-0.9412505,24.35265,48.4793690073852,-0.9412505,24.35265,48.4793690073852,1028,41,SpFr_L,Frontal,1
2.4926399999999997,33.706450000000004,53.902794512362306,2.4926399999999997,33.706450000000004,53.902794512362306,2028,75,SpFr_R,Frontal,0
9.86593,41.37835,53.30130325164845,9.86593,41.37835,53.30130325164845,2028,75,SpFr_R,Frontal,0
17.10785,45.88235,47.16921886851095,17.10785,45.88235,47.16921886851095,2028,75,SpFr_R,Frontal,0
23.3416,48.79285,39.29272840835025,23.3416,48.79285,39.29272840835025,2028,75,SpFr_R,Frontal,0
37.64565,-91.2118,10.381769922445276,37.64565,-91.2118,10.381769922445276,2011,58,LOcc_R,Occipital,0
45.8609,-83.18355,12.1826416608811,45.8609,-83.18355,12.1826416608811,2008,55,InPar_R,Parietal,0
53.26905,-73.9556,13.86651871143265,53.26905,-73.9556,13.86651871143265,2011,58,LOcc_R,Occipital,0
26.705,-32.59825,-20.5034151820628,26.705,-32.59825,-20.5034151820628,2007,54,Fusi_R,Temporal,0
34.16215,-25.22365,-28.0409660330395,34.16215,-25.22365,-28.0409660330395,2007,54,Fusi_R,Temporal,0
44.328,-18.40305,-33.240663079255995,44.328,-18.40305,-33.240663079255995,2007,54,Fusi_R,Temporal,0
-17.799,-40.3751,80.52140083344905,-17.799,-40.3751,80.52140083344905,1022,35,PsCtr_L,Parietal,1
-25.82595,-34.4982,76.56555188011015,-25.82595,-34.4982,76.56555188011015,1022,35,PsCtr_L,Parietal,1
-31.958199999999998,63.69630000000001,-13.7290580602042,-31.9582,63.69630000000001,-13.7290580602042,1027,40,RMFr_L,Frontal,1
-40.85245,60.58135,-10.267105919475705,-40.85245,60.58135,-10.267105919475704,1027,40,RMFr_L,Frontal,1
-46.855199999999996,54.1868,-5.261306018062105,-46.8552,54.1868,-5.261306018062105,1027,40,RMFr_L,Frontal,1
-50.91575,43.21255,-0.79130310382672,-50.91575,43.21255,-0.79130310382672,1020,33,ParTrg_L,Frontal,1
-44.03235,-26.4085,60.22141828205825,-44.03235,-26.4085,60.22141828205825,1022,35,PsCtr_L,Parietal,1
-45.721000000000004,-16.50985,56.18999169295475,-45.721,-16.50985,56.18999169295475,1022,35,PsCtr_L,Parietal,1
-46.28085,-7.28853,53.43540531537095,-46.28085,-7.28853,53.43540531537095,1024,37,PreCt_L,Frontal,1
-45.296800000000005,2.664175,50.538846162649406,-45.296800000000005,2.664175,50.538846162649406,1024,37,PreCt_L,Frontal,1
